RECLOC,DEP_KEY,Path,Score
AFAJ53,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],535500
AIGU50,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
ATNB22,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1000500
AZON15,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],546000
AZXJ72,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],903000
BBZC52,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],651000
BDCV62,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1702000
BGVH87,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",471500
BKBA48,ZZ20240505AMDHYD2223,"['INV-ZZ-6008936', 'INV-ZZ-8555111', 'INV-ZZ-5285845']",2220000
BPLG41,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1000500
BTKY23,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],703500
CAEI40,ZZ20240505AMDHYD2223,"['INV-ZZ-7872647', 'INV-ZZ-5884789', 'INV-ZZ-8230417']",1220000
CEHI73,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],1386000
CODF11,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1391500
COLS70,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],430500
DDIA25,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],1029000
DJWG48,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1472000
DTNO66,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],1323000
DYYT32,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1000500
EEIB58,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],472500
EJFI16,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",943000
EQRJ63,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1173000
EURZ68,ZZ20240505AMDHYD2223,"['INV-ZZ-7872647', 'INV-ZZ-5884789', 'INV-ZZ-8230417']",150000
EYSR99,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1596000
GARS29,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1322500
GDMM37,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],2362500
GMTF21,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1081000
GOKD77,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
HSNQ73,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",989000
IZJT55,ZZ20240505AMDHYD2223,"['INV-ZZ-7872647', 'INV-ZZ-5884789', 'INV-ZZ-8230417']",1950000
JRQK47,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],2121000
JSND24,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",989000
JUNG10,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],976500
KEBM40,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1012000
KPPD59,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",977500
KVIB37,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",667000
LDIC42,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",943000
LSHJ62,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1092500
METW43,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2898000
OFDN16,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1058000
OIZU50,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1357000
OUMW51,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1690500
OUVK58,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],2320500
OYGK74,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],577500
PNTN42,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],903000
QHBU69,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2472500
QHSL75,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],892500
QJWS97,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1483500
QKVR16,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],651000
QKWW18,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
RSWK81,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1648500
