RECLOC,DEP_KEY,Path,Score
AGYV45,ZZ20240516HYDAMD3723,['INV-ZZ-1535659'],745500
ARVE32,ZZ20240516HYDAMD3723,['INV-ZZ-1197368'],1312500
AZSF88,ZZ20240516HYDAMD3723,['INV-ZZ-2445370'],493500
BYKC60,ZZ20240516HYDAMD3723,['INV-ZZ-5862096'],493500
DUAG33,ZZ20240516HYDAMD3723,"['INV-ZZ-5199975', 'INV-ZZ-5567149', 'INV-ZZ-8249458', 'INV-ZZ-8092261']",415000
DUBJ35,ZZ20240516HYDAMD3723,['INV-ZZ-7691499'],987000
FCHS82,ZZ20240516HYDAMD3723,['INV-ZZ-9146206'],766500
GYBJ90,ZZ20240516HYDAMD3723,"['INV-ZZ-1838433', 'INV-ZZ-1755206', 'INV-ZZ-7307992', 'INV-ZZ-9166592']",1121000
IFOT44,ZZ20240516HYDAMD3723,['INV-ZZ-2445370'],1417500
IUOE22,ZZ20240516HYDAMD3723,['INV-ZZ-4518400'],1207500
IUOE88,ZZ20240516HYDAMD3723,['INV-ZZ-3646764'],3412500
JRRS62,ZZ20240516HYDAMD3723,['INV-ZZ-1701449'],535500
LHGC72,ZZ20240516HYDAMD3723,['INV-ZZ-7388012'],97500
MOKP38,ZZ20240516HYDAMD3723,"['INV-ZZ-2651667', 'INV-ZZ-9326711', 'INV-ZZ-7249945']",1450000
MTEW64,ZZ20240516HYDAMD3723,"['INV-ZZ-7364196', 'INV-ZZ-8293607', 'INV-ZZ-5855237']",1555500
NZMC56,ZZ20240516HYDAMD3723,['INV-ZZ-1644109'],1617000
QUXC31,ZZ20240516HYDAMD3723,['INV-ZZ-4939533'],1669500
TBYQ49,ZZ20240516HYDAMD3723,['INV-ZZ-9397043'],934500
TLEK50,ZZ20240516HYDAMD3723,['INV-ZZ-2307618'],451500
UIMJ88,ZZ20240516HYDAMD3723,['INV-ZZ-4958958'],577500
VGLW55,ZZ20240516HYDAMD3723,['INV-ZZ-7691499'],2425500
VSII60,ZZ20240516HYDAMD3723,"['INV-ZZ-1811088', 'INV-ZZ-1295587', 'INV-ZZ-8293607', 'INV-ZZ-5855237']",504000
VTRE10,ZZ20240516HYDAMD3723,['INV-ZZ-4779458'],1953000
WEDU19,ZZ20240516HYDAMD3723,['INV-ZZ-6621713'],934500
WIDP94,ZZ20240516HYDAMD3723,['INV-ZZ-2307618'],192500
XDRG81,ZZ20240516HYDAMD3723,['INV-ZZ-1225790'],556500
XLWE26,ZZ20240516HYDAMD3723,['INV-ZZ-8561943'],1900500
XNVS89,ZZ20240516HYDAMD3723,['INV-ZZ-8561943'],955500
ZCVH22,ZZ20240516HYDAMD3723,['INV-ZZ-1197368'],1596000
ZDCU40,ZZ20240516HYDAMD3723,['INV-ZZ-6895189'],266000
ZKDX82,ZZ20240516HYDAMD3723,['INV-ZZ-6297563'],988000
