RECLOC,DEP_KEY,Path,Score
AGYV45,ZZ20240516HYDAMD3723,"['INV-ZZ-4845949', 'INV-ZZ-8239384', 'INV-ZZ-6688844', 'INV-ZZ-8343368']",674500
ARVE32,ZZ20240516HYDAMD3723,['INV-ZZ-8532545'],1312500
AZSF88,ZZ20240516HYDAMD3723,['INV-ZZ-6148464'],493500
BYKC60,ZZ20240516HYDAMD3723,['INV-ZZ-8532545'],493500
DUAG33,ZZ20240516HYDAMD3723,['INV-ZZ-3182805'],871500
DUBJ35,ZZ20240516HYDAMD3723,['INV-ZZ-9541445'],987000
FCHS82,ZZ20240516HYDAMD3723,['INV-ZZ-8735063'],766500
GYBJ90,ZZ20240516HYDAMD3723,['INV-ZZ-4939533'],1239000
IFOT44,ZZ20240516HYDAMD3723,['INV-ZZ-4939533'],1417500
IUOE22,ZZ20240516HYDAMD3723,['INV-ZZ-4173904'],1207500
IUOE88,ZZ20240516HYDAMD3723,"['INV-ZZ-7364196', 'INV-ZZ-8293607', 'INV-ZZ-5855237']",2762500
JRRS62,ZZ20240516HYDAMD3723,"['INV-ZZ-1811088', 'INV-ZZ-1295587', 'INV-ZZ-8293607', 'INV-ZZ-5855237']",408000
LHGC72,ZZ20240516HYDAMD3723,['INV-ZZ-4622895'],157500
MOKP38,ZZ20240516HYDAMD3723,"['INV-ZZ-7364196', 'INV-ZZ-8293607', 'INV-ZZ-4862678', 'INV-ZZ-3483223']",1087500
MTEW64,ZZ20240516HYDAMD3723,['INV-ZZ-1644109'],1921500
NZMC56,ZZ20240516HYDAMD3723,['INV-ZZ-6567308'],1617000
QUXC31,ZZ20240516HYDAMD3723,['INV-ZZ-1197368'],1669500
TBYQ49,ZZ20240516HYDAMD3723,"['INV-ZZ-1811088', 'INV-ZZ-1295587', 'INV-ZZ-8293607', 'INV-ZZ-5855237']",712000
TLEK50,ZZ20240516HYDAMD3723,"['INV-ZZ-2651667', 'INV-ZZ-9326711', 'INV-ZZ-7249945']",1290000
UIMJ88,ZZ20240516HYDAMD3723,['INV-ZZ-4779458'],577500
VGLW55,ZZ20240516HYDAMD3723,['INV-ZZ-6246289'],2425500
VSII60,ZZ20240516HYDAMD3723,['INV-ZZ-1701449'],661500
VTRE10,ZZ20240516HYDAMD3723,['INV-ZZ-3182805'],1953000
WEDU19,ZZ20240516HYDAMD3723,['INV-ZZ-5183618'],934500
WIDP94,ZZ20240516HYDAMD3723,['INV-ZZ-5788104'],577500
XDRG81,ZZ20240516HYDAMD3723,['INV-ZZ-5862096'],556500
XLWE26,ZZ20240516HYDAMD3723,"['INV-ZZ-5317709', 'INV-ZZ-4166932', 'INV-ZZ-6858167', 'INV-ZZ-9522445']",1719500
XNVS89,ZZ20240516HYDAMD3723,['INV-ZZ-9397043'],955500
ZCVH22,ZZ20240516HYDAMD3723,"['INV-ZZ-5317709', 'INV-ZZ-4166932', 'INV-ZZ-6858167', 'INV-ZZ-9522445']",1444000
ZDCU40,ZZ20240516HYDAMD3723,['INV-ZZ-9333293'],294000
ZKDX82,ZZ20240516HYDAMD3723,['INV-ZZ-1644109'],1596000
