RECLOC,DEP_KEY,Path,Score
AGYV45,ZZ20240516HYDAMD3723,['INV-ZZ-6895189'],674500
ARVE32,ZZ20240516HYDAMD3723,['INV-ZZ-1585088'],1312500
AZSF88,ZZ20240516HYDAMD3723,['INV-ZZ-1701449'],493500
BYKC60,ZZ20240516HYDAMD3723,['INV-ZZ-2060532'],493500
DUAG33,ZZ20240516HYDAMD3723,['INV-ZZ-1585088'],871500
DUBJ35,ZZ20240516HYDAMD3723,['INV-ZZ-1703048'],987000
FCHS82,ZZ20240516HYDAMD3723,['INV-ZZ-8657660'],766500
GYBJ90,ZZ20240516HYDAMD3723,['INV-ZZ-9146206'],1239000
IFOT44,ZZ20240516HYDAMD3723,['INV-ZZ-4779458'],1417500
IUOE22,ZZ20240516HYDAMD3723,['INV-ZZ-4779458'],1207500
IUOE88,ZZ20240516HYDAMD3723,['INV-ZZ-1129237'],3412500
JRRS62,ZZ20240516HYDAMD3723,['INV-ZZ-3106448'],535500
LHGC72,ZZ20240516HYDAMD3723,['INV-ZZ-1701449'],157500
MOKP38,ZZ20240516HYDAMD3723,['INV-ZZ-5049255'],1522500
MTEW64,ZZ20240516HYDAMD3723,['INV-ZZ-6584575'],1921500
NZMC56,ZZ20240516HYDAMD3723,['INV-ZZ-6448069'],1617000
QUXC31,ZZ20240516HYDAMD3723,['INV-ZZ-8561943'],1669500
TBYQ49,ZZ20240516HYDAMD3723,['INV-ZZ-1703048'],934500
TLEK50,ZZ20240516HYDAMD3723,['INV-ZZ-6584575'],1354500
UIMJ88,ZZ20240516HYDAMD3723,['INV-ZZ-6895189'],522500
VGLW55,ZZ20240516HYDAMD3723,"['INV-ZZ-5317709', 'INV-ZZ-4166932', 'INV-ZZ-6858167', 'INV-ZZ-9522445']",2194500
VSII60,ZZ20240516HYDAMD3723,['INV-ZZ-2307618'],220500
VTRE10,ZZ20240516HYDAMD3723,['INV-ZZ-1835306'],1953000
WEDU19,ZZ20240516HYDAMD3723,['INV-ZZ-1093151'],934500
WIDP94,ZZ20240516HYDAMD3723,['INV-ZZ-1644109'],577500
XDRG81,ZZ20240516HYDAMD3723,['INV-ZZ-5862096'],556500
XLWE26,ZZ20240516HYDAMD3723,['INV-ZZ-3646764'],1900500
XNVS89,ZZ20240516HYDAMD3723,"['INV-ZZ-7364196', 'INV-ZZ-8293607', 'INV-ZZ-4862678', 'INV-ZZ-3483223']",682500
ZCVH22,ZZ20240516HYDAMD3723,['INV-ZZ-6895189'],1444000
ZDCU40,ZZ20240516HYDAMD3723,['INV-ZZ-3106448'],294000
ZKDX82,ZZ20240516HYDAMD3723,['INV-ZZ-5049255'],1596000
