RECLOC,DEP_KEY,Path,Score
AGYV45,ZZ20240516HYDAMD3723,['INV-ZZ-4716996'],745500
ARVE32,ZZ20240516HYDAMD3723,['INV-ZZ-9397043'],1312500
AZSF88,ZZ20240516HYDAMD3723,['INV-ZZ-6448069'],493500
BYKC60,ZZ20240516HYDAMD3723,['INV-ZZ-6567308'],493500
DUAG33,ZZ20240516HYDAMD3723,['INV-ZZ-1093151'],871500
DUBJ35,ZZ20240516HYDAMD3723,['INV-ZZ-7691499'],987000
FCHS82,ZZ20240516HYDAMD3723,['INV-ZZ-8735063'],766500
GYBJ90,ZZ20240516HYDAMD3723,['INV-ZZ-9333293'],1239000
IFOT44,ZZ20240516HYDAMD3723,"['INV-ZZ-1811088', 'INV-ZZ-1295587', 'INV-ZZ-8293607', 'INV-ZZ-5855237']",1080000
IUOE22,ZZ20240516HYDAMD3723,"['INV-ZZ-6755786', 'INV-ZZ-4149618', 'INV-ZZ-9219423', 'INV-ZZ-2849755']",1092500
IUOE88,ZZ20240516HYDAMD3723,['INV-ZZ-7691499'],3412500
JRRS62,ZZ20240516HYDAMD3723,"['INV-ZZ-5317709', 'INV-ZZ-4166932', 'INV-ZZ-6858167', 'INV-ZZ-9522445']",484500
LHGC72,ZZ20240516HYDAMD3723,['INV-ZZ-5862096'],157500
MOKP38,ZZ20240516HYDAMD3723,['INV-ZZ-6221422'],1522500
MTEW64,ZZ20240516HYDAMD3723,['INV-ZZ-6621713'],1921500
NZMC56,ZZ20240516HYDAMD3723,"['INV-ZZ-1838433', 'INV-ZZ-1755206', 'INV-ZZ-7307992', 'INV-ZZ-9166592']",1463000
QUXC31,ZZ20240516HYDAMD3723,['INV-ZZ-5049255'],1669500
TBYQ49,ZZ20240516HYDAMD3723,['INV-ZZ-3646764'],934500
TLEK50,ZZ20240516HYDAMD3723,['INV-ZZ-3646764'],1354500
UIMJ88,ZZ20240516HYDAMD3723,['INV-ZZ-5934612'],577500
VGLW55,ZZ20240516HYDAMD3723,['INV-ZZ-2060532'],2425500
VSII60,ZZ20240516HYDAMD3723,"['INV-ZZ-5199975', 'INV-ZZ-5567149', 'INV-ZZ-8249458', 'INV-ZZ-8092261']",315000
VTRE10,ZZ20240516HYDAMD3723,['INV-ZZ-3182805'],1953000
WEDU19,ZZ20240516HYDAMD3723,['INV-ZZ-4173904'],934500
WIDP94,ZZ20240516HYDAMD3723,['INV-ZZ-1197368'],577500
XDRG81,ZZ20240516HYDAMD3723,['INV-ZZ-9341601'],556500
XLWE26,ZZ20240516HYDAMD3723,['INV-ZZ-1703048'],1900500
XNVS89,ZZ20240516HYDAMD3723,['INV-ZZ-8250797'],955500
ZCVH22,ZZ20240516HYDAMD3723,['INV-ZZ-4779458'],1596000
ZDCU40,ZZ20240516HYDAMD3723,['INV-ZZ-3596011'],294000
ZKDX82,ZZ20240516HYDAMD3723,['INV-ZZ-9333293'],1596000
