RECLOC,DEP_KEY,Path,Score
AGYV45,ZZ20240516HYDAMD3723,['INV-ZZ-1360503'],745500
ARVE32,ZZ20240516HYDAMD3723,['INV-ZZ-1197368'],1312500
AZSF88,ZZ20240516HYDAMD3723,"['INV-ZZ-7364196', 'INV-ZZ-8293607', 'INV-ZZ-4862678', 'INV-ZZ-3483223']",352500
BYKC60,ZZ20240516HYDAMD3723,['INV-ZZ-1701449'],493500
DUAG33,ZZ20240516HYDAMD3723,"['INV-ZZ-8848016', 'INV-ZZ-2409735', 'INV-ZZ-2853561', 'INV-ZZ-1769110']",788500
DUBJ35,ZZ20240516HYDAMD3723,['INV-ZZ-7691499'],987000
FCHS82,ZZ20240516HYDAMD3723,['INV-ZZ-4574120'],766500
GYBJ90,ZZ20240516HYDAMD3723,['INV-ZZ-5183618'],1239000
IFOT44,ZZ20240516HYDAMD3723,['INV-ZZ-5467478'],1417500
IUOE22,ZZ20240516HYDAMD3723,['INV-ZZ-8532545'],1207500
IUOE88,ZZ20240516HYDAMD3723,"['INV-ZZ-5317709', 'INV-ZZ-4166932', 'INV-ZZ-6858167', 'INV-ZZ-9522445']",3087500
JRRS62,ZZ20240516HYDAMD3723,['INV-ZZ-4574120'],535500
LHGC72,ZZ20240516HYDAMD3723,['INV-ZZ-1535659'],157500
MOKP38,ZZ20240516HYDAMD3723,['INV-ZZ-4716996'],1522500
MTEW64,ZZ20240516HYDAMD3723,['INV-ZZ-6246289'],1921500
NZMC56,ZZ20240516HYDAMD3723,['INV-ZZ-5934612'],1617000
QUXC31,ZZ20240516HYDAMD3723,['INV-ZZ-4173904'],1669500
TBYQ49,ZZ20240516HYDAMD3723,['INV-ZZ-1225790'],934500
TLEK50,ZZ20240516HYDAMD3723,['INV-ZZ-6584575'],1354500
UIMJ88,ZZ20240516HYDAMD3723,['INV-ZZ-9397043'],577500
VGLW55,ZZ20240516HYDAMD3723,['INV-ZZ-8657660'],2425500
VSII60,ZZ20240516HYDAMD3723,['INV-ZZ-6649525'],661500
VTRE10,ZZ20240516HYDAMD3723,['INV-ZZ-4574120'],1953000
WEDU19,ZZ20240516HYDAMD3723,['INV-ZZ-5183618'],934500
WIDP94,ZZ20240516HYDAMD3723,"['INV-ZZ-5199975', 'INV-ZZ-5567149', 'INV-ZZ-8249458', 'INV-ZZ-8092261']",275000
XDRG81,ZZ20240516HYDAMD3723,['INV-ZZ-1225790'],556500
XLWE26,ZZ20240516HYDAMD3723,['INV-ZZ-6148464'],1900500
XNVS89,ZZ20240516HYDAMD3723,['INV-ZZ-5183618'],955500
ZCVH22,ZZ20240516HYDAMD3723,['INV-ZZ-9333293'],1596000
ZDCU40,ZZ20240516HYDAMD3723,['INV-ZZ-4518400'],294000
ZKDX82,ZZ20240516HYDAMD3723,['INV-ZZ-5862096'],1596000
