RECLOC,DEP_KEY,Path,Score
AGYV45,ZZ20240516HYDAMD3723,['INV-ZZ-6621713'],745500
ARVE32,ZZ20240516HYDAMD3723,['INV-ZZ-1093151'],1312500
AZSF88,ZZ20240516HYDAMD3723,['INV-ZZ-4939533'],493500
BYKC60,ZZ20240516HYDAMD3723,['INV-ZZ-5183618'],493500
DUAG33,ZZ20240516HYDAMD3723,['INV-ZZ-1835306'],871500
DUBJ35,ZZ20240516HYDAMD3723,['INV-ZZ-1197368'],987000
FCHS82,ZZ20240516HYDAMD3723,['INV-ZZ-5788104'],766500
GYBJ90,ZZ20240516HYDAMD3723,['INV-ZZ-6297563'],767000
IFOT44,ZZ20240516HYDAMD3723,['INV-ZZ-6221422'],1417500
IUOE22,ZZ20240516HYDAMD3723,['INV-ZZ-6297563'],747500
IUOE88,ZZ20240516HYDAMD3723,['INV-ZZ-1360503'],3412500
JRRS62,ZZ20240516HYDAMD3723,['INV-ZZ-4958958'],535500
LHGC72,ZZ20240516HYDAMD3723,['INV-ZZ-7388012'],97500
MOKP38,ZZ20240516HYDAMD3723,['INV-ZZ-1197368'],1522500
MTEW64,ZZ20240516HYDAMD3723,['INV-ZZ-1835306'],1921500
NZMC56,ZZ20240516HYDAMD3723,['INV-ZZ-5862096'],1617000
QUXC31,ZZ20240516HYDAMD3723,['INV-ZZ-5788104'],1669500
TBYQ49,ZZ20240516HYDAMD3723,['INV-ZZ-3106448'],934500
TLEK50,ZZ20240516HYDAMD3723,"['INV-ZZ-7364196', 'INV-ZZ-8293607', 'INV-ZZ-4862678', 'INV-ZZ-3483223']",967500
UIMJ88,ZZ20240516HYDAMD3723,['INV-ZZ-7388012'],357500
VGLW55,ZZ20240516HYDAMD3723,['INV-ZZ-5788104'],2425500
VSII60,ZZ20240516HYDAMD3723,"['INV-ZZ-4863717', 'INV-ZZ-1356544', 'INV-ZZ-1845516', 'INV-ZZ-4416867']",598500
VTRE10,ZZ20240516HYDAMD3723,['INV-ZZ-1572464'],1953000
WEDU19,ZZ20240516HYDAMD3723,['INV-ZZ-5049255'],934500
WIDP94,ZZ20240516HYDAMD3723,['INV-ZZ-6246289'],577500
XDRG81,ZZ20240516HYDAMD3723,['INV-ZZ-8532545'],556500
XLWE26,ZZ20240516HYDAMD3723,['INV-ZZ-7388012'],1176500
XNVS89,ZZ20240516HYDAMD3723,['INV-ZZ-6297563'],591500
ZCVH22,ZZ20240516HYDAMD3723,['INV-ZZ-9541445'],1596000
ZDCU40,ZZ20240516HYDAMD3723,"['INV-ZZ-1811088', 'INV-ZZ-1295587', 'INV-ZZ-8293607', 'INV-ZZ-5855237']",224000
ZKDX82,ZZ20240516HYDAMD3723,['INV-ZZ-6448069'],1596000
