RECLOC,DEP_KEY,Path,Score
AGYV45,ZZ20240516HYDAMD3723,['INV-ZZ-6148464'],745500
ARVE32,ZZ20240516HYDAMD3723,['INV-ZZ-1701449'],1312500
AZSF88,ZZ20240516HYDAMD3723,"['INV-ZZ-7364196', 'INV-ZZ-8293607', 'INV-ZZ-5855237']",399500
BYKC60,ZZ20240516HYDAMD3723,['INV-ZZ-4518400'],493500
DUAG33,ZZ20240516HYDAMD3723,['INV-ZZ-2445370'],871500
DUBJ35,ZZ20240516HYDAMD3723,['INV-ZZ-3596011'],987000
FCHS82,ZZ20240516HYDAMD3723,"['INV-ZZ-7364196', 'INV-ZZ-8293607', 'INV-ZZ-5855237']",620500
GYBJ90,ZZ20240516HYDAMD3723,['INV-ZZ-9146206'],1239000
IFOT44,ZZ20240516HYDAMD3723,['INV-ZZ-2307618'],472500
IUOE22,ZZ20240516HYDAMD3723,['INV-ZZ-7465065'],1207500
IUOE88,ZZ20240516HYDAMD3723,['INV-ZZ-1225790'],3412500
JRRS62,ZZ20240516HYDAMD3723,"['INV-ZZ-1838433', 'INV-ZZ-1755206', 'INV-ZZ-7307992', 'INV-ZZ-9166592']",484500
LHGC72,ZZ20240516HYDAMD3723,['INV-ZZ-3381943'],157500
MOKP38,ZZ20240516HYDAMD3723,['INV-ZZ-9397043'],1522500
MTEW64,ZZ20240516HYDAMD3723,"['INV-ZZ-2651667', 'INV-ZZ-9326711', 'INV-ZZ-7249945']",1830000
NZMC56,ZZ20240516HYDAMD3723,['INV-ZZ-8250797'],1617000
QUXC31,ZZ20240516HYDAMD3723,['INV-ZZ-2060532'],1669500
TBYQ49,ZZ20240516HYDAMD3723,['INV-ZZ-5049255'],934500
TLEK50,ZZ20240516HYDAMD3723,['INV-ZZ-7400587'],1354500
UIMJ88,ZZ20240516HYDAMD3723,['INV-ZZ-6621713'],577500
VGLW55,ZZ20240516HYDAMD3723,['INV-ZZ-9146206'],2425500
VSII60,ZZ20240516HYDAMD3723,['INV-ZZ-3646764'],661500
VTRE10,ZZ20240516HYDAMD3723,['INV-ZZ-6649525'],1953000
WEDU19,ZZ20240516HYDAMD3723,['INV-ZZ-6148464'],934500
WIDP94,ZZ20240516HYDAMD3723,['INV-ZZ-6448069'],577500
XDRG81,ZZ20240516HYDAMD3723,"['INV-ZZ-4845949', 'INV-ZZ-8239384', 'INV-ZZ-6688844', 'INV-ZZ-8343368']",503500
XLWE26,ZZ20240516HYDAMD3723,['INV-ZZ-8735063'],1900500
XNVS89,ZZ20240516HYDAMD3723,['INV-ZZ-7465065'],955500
ZCVH22,ZZ20240516HYDAMD3723,['INV-ZZ-5183618'],1596000
ZDCU40,ZZ20240516HYDAMD3723,['INV-ZZ-8561943'],294000
ZKDX82,ZZ20240516HYDAMD3723,['INV-ZZ-3182805'],1596000
