RECLOC,DEP_KEY,Path,Score
AGYV45,ZZ20240516HYDAMD3723,['INV-ZZ-9341601'],745500
ARVE32,ZZ20240516HYDAMD3723,['INV-ZZ-8561943'],1312500
AZSF88,ZZ20240516HYDAMD3723,['INV-ZZ-9397043'],493500
BYKC60,ZZ20240516HYDAMD3723,['INV-ZZ-1585088'],493500
DUAG33,ZZ20240516HYDAMD3723,['INV-ZZ-3106448'],871500
DUBJ35,ZZ20240516HYDAMD3723,['INV-ZZ-3596011'],987000
FCHS82,ZZ20240516HYDAMD3723,['INV-ZZ-5800571'],766500
GYBJ90,ZZ20240516HYDAMD3723,['INV-ZZ-6895189'],1121000
IFOT44,ZZ20240516HYDAMD3723,['INV-ZZ-9364354'],1012500
IUOE22,ZZ20240516HYDAMD3723,"['INV-ZZ-5199975', 'INV-ZZ-5567149', 'INV-ZZ-8249458', 'INV-ZZ-8092261']",575000
IUOE88,ZZ20240516HYDAMD3723,['INV-ZZ-3381943'],3412500
JRRS62,ZZ20240516HYDAMD3723,"['INV-ZZ-8848016', 'INV-ZZ-2409735', 'INV-ZZ-2853561', 'INV-ZZ-1769110']",484500
LHGC72,ZZ20240516HYDAMD3723,"['INV-ZZ-6755786', 'INV-ZZ-4149618', 'INV-ZZ-9219423', 'INV-ZZ-2849755']",142500
MOKP38,ZZ20240516HYDAMD3723,"['INV-ZZ-1838433', 'INV-ZZ-1755206', 'INV-ZZ-7307992', 'INV-ZZ-9166592']",1377500
MTEW64,ZZ20240516HYDAMD3723,['INV-ZZ-6148464'],1921500
NZMC56,ZZ20240516HYDAMD3723,['INV-ZZ-5049255'],1617000
QUXC31,ZZ20240516HYDAMD3723,['INV-ZZ-5183618'],1669500
TBYQ49,ZZ20240516HYDAMD3723,['INV-ZZ-2060532'],934500
TLEK50,ZZ20240516HYDAMD3723,['INV-ZZ-6584575'],1354500
UIMJ88,ZZ20240516HYDAMD3723,['INV-ZZ-3182805'],577500
VGLW55,ZZ20240516HYDAMD3723,"['INV-ZZ-1811088', 'INV-ZZ-1295587', 'INV-ZZ-8293607', 'INV-ZZ-5855237']",1848000
VSII60,ZZ20240516HYDAMD3723,"['INV-ZZ-2651667', 'INV-ZZ-9326711', 'INV-ZZ-7249945']",630000
VTRE10,ZZ20240516HYDAMD3723,['INV-ZZ-3646764'],1953000
WEDU19,ZZ20240516HYDAMD3723,['INV-ZZ-3596011'],934500
WIDP94,ZZ20240516HYDAMD3723,['INV-ZZ-8250797'],577500
XDRG81,ZZ20240516HYDAMD3723,['INV-ZZ-6621713'],556500
XLWE26,ZZ20240516HYDAMD3723,['INV-ZZ-5049255'],1900500
XNVS89,ZZ20240516HYDAMD3723,['INV-ZZ-5862096'],955500
ZCVH22,ZZ20240516HYDAMD3723,['INV-ZZ-3182805'],1596000
ZDCU40,ZZ20240516HYDAMD3723,['INV-ZZ-3381943'],294000
ZKDX82,ZZ20240516HYDAMD3723,['INV-ZZ-1197368'],1596000
