RECLOC,DEP_KEY,Path,Score
AFAJ53,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],535500
AIGU50,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],745500
ATNB22,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1000500
AZON15,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],546000
AZXJ72,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",989000
BBZC52,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],651000
BDCV62,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1702000
BGVH87,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",471500
BKBA48,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2553000
BPLG41,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1000500
BTKY23,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],703500
CAEI40,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1403000
CEHI73,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1518000
CODF11,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1270500
COLS70,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],430500
DDIA25,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],1029000
DJWG48,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],1344000
DTNO66,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1323000
DYYT32,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1000500
EEIB58,ZZ20240505AMDHYD2223,"['INV-ZZ-7872647', 'INV-ZZ-5884789', 'INV-ZZ-8230417']",450000
EJFI16,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],861000
EQRJ63,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1173000
EURZ68,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",172500
EYSR99,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],1596000
GARS29,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],1207500
GDMM37,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],2362500
GMTF21,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],987000
GOKD77,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
HSNQ73,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],903000
IZJT55,ZZ20240505AMDHYD2223,"['INV-ZZ-5093981', 'INV-ZZ-3006800', 'INV-ZZ-2798091']",1950000
JRQK47,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2323000
JSND24,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",989000
JUNG10,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],976500
KEBM40,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],924000
KPPD59,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],892500
KVIB37,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",667000
LDIC42,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",943000
LSHJ62,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1092500
METW43,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],2646000
OFDN16,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],966000
OIZU50,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1357000
OUMW51,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1690500
OUVK58,ZZ20240505AMDHYD2223,"['INV-ZZ-5093981', 'INV-ZZ-3006800', 'INV-ZZ-2798091']",2210000
OYGK74,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",632500
PNTN42,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],903000
QHBU69,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2472500
QHSL75,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",977500
QJWS97,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],1354500
QKVR16,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",713000
QKWW18,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
RSWK81,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1805500
SEGM55,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],430500
SFDU26,ZZ20240505AMDHYD2223,"['INV-ZZ-7872647', 'INV-ZZ-5884789', 'INV-ZZ-8230417']",150000
SJVD11,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
SKKV91,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1805500
SLPS17,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],651000
SNHH84,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],1984500
SQHB38,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],472500
SSLU58,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",632500
SXOU48,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],1302000
TQRJ42,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",816500
UHRT24,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],924000
UXQI70,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],2257500
VJAN49,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],871500
VLAB49,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],1596000
VOBO56,ZZ20240505AMDHYD2223,['INV-ZZ-5430563'],1606500
WOLC44,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],1648500
WYUJ78,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1345500
XPLQ52,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],1585500
XSMW19,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",2576000
YANW44,ZZ20240505AMDHYD2223,['INV-ZZ-8908940'],157500
YEHF35,ZZ20240505AMDHYD2223,['INV-ZZ-9772042'],2236500
YFIU24,ZZ20240505AMDHYD2223,"['INV-ZZ-5093981', 'INV-ZZ-3006800', 'INV-ZZ-2798091']",850000
YFUL45,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",586500
YOFN58,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",1046500
ZOEZ83,ZZ20240505AMDHYD2223,"['INV-ZZ-6748663', 'INV-ZZ-7772604']",4013500
