RECLOC,DEP_KEY,Path,Score
AGYV45,ZZ20240516HYDAMD3723,['INV-ZZ-4173904'],745500
ARVE32,ZZ20240516HYDAMD3723,['INV-ZZ-7465065'],1312500
AZSF88,ZZ20240516HYDAMD3723,"['INV-ZZ-5199975', 'INV-ZZ-5567149', 'INV-ZZ-8249458', 'INV-ZZ-8092261']",235000
BYKC60,ZZ20240516HYDAMD3723,['INV-ZZ-3162191'],493500
DUAG33,ZZ20240516HYDAMD3723,['INV-ZZ-5862096'],871500
DUBJ35,ZZ20240516HYDAMD3723,['INV-ZZ-2307618'],329000
FCHS82,ZZ20240516HYDAMD3723,['INV-ZZ-6584575'],766500
GYBJ90,ZZ20240516HYDAMD3723,['INV-ZZ-1535659'],1239000
IFOT44,ZZ20240516HYDAMD3723,['INV-ZZ-4958958'],1417500
IUOE22,ZZ20240516HYDAMD3723,['INV-ZZ-5788104'],1207500
IUOE88,ZZ20240516HYDAMD3723,['INV-ZZ-9723952'],1137500
JRRS62,ZZ20240516HYDAMD3723,['INV-ZZ-3381943'],535500
LHGC72,ZZ20240516HYDAMD3723,['INV-ZZ-4518400'],157500
MOKP38,ZZ20240516HYDAMD3723,['INV-ZZ-1225790'],1522500
MTEW64,ZZ20240516HYDAMD3723,['INV-ZZ-3162191'],1921500
NZMC56,ZZ20240516HYDAMD3723,['INV-ZZ-2060532'],1617000
QUXC31,ZZ20240516HYDAMD3723,"['INV-ZZ-1838433', 'INV-ZZ-1755206', 'INV-ZZ-7307992', 'INV-ZZ-9166592']",1510500
TBYQ49,ZZ20240516HYDAMD3723,['INV-ZZ-1225790'],934500
TLEK50,ZZ20240516HYDAMD3723,"['INV-ZZ-2651667', 'INV-ZZ-9326711', 'INV-ZZ-7249945']",1290000
UIMJ88,ZZ20240516HYDAMD3723,['INV-ZZ-5934612'],577500
VGLW55,ZZ20240516HYDAMD3723,['INV-ZZ-1535659'],2425500
VSII60,ZZ20240516HYDAMD3723,['INV-ZZ-1129237'],661500
VTRE10,ZZ20240516HYDAMD3723,['INV-ZZ-7388012'],1209000
WEDU19,ZZ20240516HYDAMD3723,['INV-ZZ-3381943'],934500
WIDP94,ZZ20240516HYDAMD3723,"['INV-ZZ-2651667', 'INV-ZZ-9326711', 'INV-ZZ-7249945']",550000
XDRG81,ZZ20240516HYDAMD3723,['INV-ZZ-3106448'],556500
XLWE26,ZZ20240516HYDAMD3723,"['INV-ZZ-8848016', 'INV-ZZ-2409735', 'INV-ZZ-2853561', 'INV-ZZ-1769110']",1719500
XNVS89,ZZ20240516HYDAMD3723,['INV-ZZ-6448069'],955500
ZCVH22,ZZ20240516HYDAMD3723,['INV-ZZ-3182805'],1596000
ZDCU40,ZZ20240516HYDAMD3723,['INV-ZZ-3381943'],294000
ZKDX82,ZZ20240516HYDAMD3723,['INV-ZZ-3162191'],1596000
